Date,usd_inr_rate,usd_inr_change_1d,usd_inr_change_5d,usd_inr_change_20d,usd_inr_momentum,usd_inr_volatility,inr_weakness_score
2019-03-01,70.81600189208984,-0.005253554382502412,-0.005183615637553096,-0.005393189222065331,-0.001034427282402084,0.003479186444831106,-0.003966834628987519
2019-03-04,70.98999786376953,0.002457014898198162,-0.0005772179362901753,-0.006461714002846897,-0.00011035075104526282,0.0034251480292900177,0.0007765353530786336
2019-03-05,70.9000015258789,-0.0012677326468346628,-0.0026725956083704094,-0.010950632063190135,-0.0005300166068480605,0.0033240145065763864,-0.001467876723299406
2019-03-06,70.74250030517578,-0.002221455815422435,-0.0027840728705020856,-0.01431651645464982,-0.000552324638096513,0.0033179416415512336,-0.0018895015787485537
2019-03-07,70.36499786376953,-0.0053362892147965635,-0.01158877018322546,-0.016431238453075814,-0.0023244034322715823,0.003434558158144526,-0.006308467770567738
2019-03-08,70.48750305175781,0.0017409961160725906,-0.004638765696383107,-0.015262625752307524,-0.0009254933325565818,0.0034697071859255127,-0.0009728792622528703
2019-03-11,69.98690032958984,-0.007102006745796974,-0.014130124867796745,-0.016347170363250285,-0.002837297661355609,0.003564143273990222,-0.007931029457064497
2019-03-12,69.79010009765625,-0.002811958109400492,-0.015654462684567605,-0.020214841940438877,-0.003146142753868775,0.003559934102737493,-0.0067649648752911105
2019-03-13,69.84500122070312,0.0007866606147584054,-0.01268684426760347,-0.013627967393899598,-0.0025445194678326067,0.0033870300941095484,-0.004254744874727461
2019-03-14,69.72630310058594,-0.0016994504695062584,-0.009076881724918717,-0.01606988479215543,-0.0018171517187745457,0.003376168312310749,-0.003947990220910482
2019-03-15,69.3373031616211,-0.005578955453922174,-0.016317784576538985,-0.02355582205729767,-0.0032811420327734987,0.0034667290568345696,-0.008111260164362616
2019-03-18,68.9530029296875,-0.0055424744605052645,-0.01477272739660429,-0.03318840122357003,-0.0029692355757151567,0.0033372490614327925,-0.00753957867589794
2019-03-19,68.61799621582031,-0.004858478958614798,-0.016794701256995337,-0.04298467034310571,-0.003378539745558018,0.002968176359071991,-0.007995363884211926
2019-03-20,69.31749725341797,0.010194133844969144,-0.007552494209546845,-0.03187850934840597,-0.0014970450995158702,0.004061468260911201,0.0013627917452688429
2019-03-21,68.82499694824219,-0.007104992602015692,-0.012926343607283175,-0.034712566585992644,-0.002578153526017757,0.004208543071656286,-0.007493346180796556
